api10,direction,direction_cleansed,wellname,welltype,welltype_cleansed,spuddate,spuddate_cleansed,operator_name,operator_name_cleansed,basin,basin_cleansed,subbasin,subbasin_cleansed,state,state_cleansed,county,county_cleansed,cum12moil,cum12moil_cleansed,cum12mgas,cum12mgas_cleansed,cum12mwater,cum12mwater_cleansed,production_load_ts
4239332756,Horizontal,Horizontal,BWL 651H,Oil,Oil,2023-01-17,2023-01-17,Latigo Petroleum,Latigo Petroleum,Anadarko,Anadarko,Granite Wash,Granite Wash,Texas,Texas,Roberts,Roberts,,82485.0,103994.0,103994.0,31458.0,31458.0,2024-10-14 20:54:13.666406
4239332767,Horizontal,Horizontal,SCP 419 4H,Oil,Oil,2023-02-19,2023-02-19,Latigo Petroleum,Latigo Petroleum,Anadarko,Anadarko,Granite Wash,Granite Wash,Texas,Texas,Roberts,Roberts,15691.0,15691.0,33861.0,33861.0,48815.0,48815.0,2024-10-14 20:54:13.666406
4239332770,Horizontal,Horizontal,SCP 619 6H,Oil,Oil,2023-04-03,2023-04-03,Latigo Petroleum,Latigo Petroleum,Anadarko,Anadarko,Granite Wash,Granite Wash,Texas,Texas,Roberts,Roberts,10231.0,10231.0,22495.0,22495.0,48146.0,48146.0,2024-10-14 20:54:13.666406
4239532073,Horizontal,Horizontal,MCCULLOUGH INGRAM A 1H,Gas,Gas,2023-01-21,2023-01-21,Comstock,Comstock,Eagle Ford,Eagle Ford,Northeastern Eagle Ford,Northeastern Eagle Ford,Texas,Texas,Robertson,Robertson,0.0,0.0,8865099.0,8865099.0,8599147.0,8599147.0,2024-10-14 20:54:13.666406
4239532089,Horizontal,Horizontal,PALE RIDER 1HA,Oil,Oil,2023-03-02,2023-03-02,Magnolia Oil & Gas,Magnolia Oil & Gas,Eagle Ford,Eagle Ford,Northeastern Eagle Ford,Northeastern Eagle Ford,Texas,Texas,Robertson,Robertson,179626.0,179626.0,193832.0,193832.0,444005.0,444005.0,2024-10-14 20:54:13.666406
4239903686,Vertical,Vertical,FENNELL 'A' 609,Oil,Oil,2023-02-23,2023-02-23,Cedar Oil,Cedar Oil,Permian,Permian,Eastern Shelf,Eastern Shelf,Texas,Texas,Runnels,Runnels,180.0,180.0,0.0,0.0,21797.0,21797.0,2024-10-14 20:54:13.666406
4250137183,Horizontal,Horizontal,WISHBONE FARMS 710 4H,Oil,Oil,2023-07-11,2023-07-11,Ring Energy,Ring Energy,Permian,Permian,Northwest Shelf,Northwest Shelf,Texas,Texas,Yoakum,Yoakum,88928.0,88928.0,78886.0,78886.0,310065.0,310065.0,2024-10-14 20:54:13.666406
4250342541,Vertical,Vertical,GRAHAM EST 2912 1,Oil,Oil,2023-05-22,2023-05-22,Stovall Operating,Stovall Operating,Barnett,Barnett,Barnett,Barnett,Texas,Texas,Young,Young,926.0,926.0,0.0,0.0,0.0,0.0,2024-10-14 20:54:13.666406
4250342553,Vertical,Vertical,MARSHALL 7,Oil,Oil,2023-08-28,2023-08-28,Walsh & Watts,Walsh & Watts,Barnett,Barnett,Barnett,Barnett,Texas,Texas,Young,Young,12518.0,12518.0,23380.0,23380.0,12090.0,12090.0,2024-10-14 20:54:13.666406
4250342554,Vertical,Vertical,CUSENBARY 2,Gas,Gas,2023-08-03,2023-08-03,Gannett Operating,Gannett Operating,Barnett,Barnett,Barnett,Barnett,Texas,Texas,Young,Young,0.0,0.0,105065.0,105065.0,101913.0,101913.0,2024-10-14 20:54:13.666406
